"id","function","main_function","GO_id"
"28308","nipple morphogenesis","biological_process","GO:0060658"
"28309","nipple sheath formation","biological_process","GO:0060659"
"28310","epidermis morphogenesis involved in nipple formation","biological_process","GO:0060660"
"28311","submandibular salivary gland formation","biological_process","GO:0060661"
"28312","salivary gland cavitation","biological_process","GO:0060662"
"28313","apoptosis involved in salivary gland cavitation","biological_process","GO:0060663"
"28314","epithelial cell proliferation involved in salivary gland morphogenesis","biological_process","GO:0060664"
"28315","regulation of branching involved in salivary gland morphogenesis by mesenchymal-epithelial signaling","biological_process","GO:0060665"
"28316","dichotomous subdivision of terminal units involved in salivary gland branching","biological_process","GO:0060666"
"28317","branch elongation involved in salivary gland morphogenesis","biological_process","GO:0060667"
"28318","regulation of branching involved in salivary gland morphogenesis by extracellular matrix-epithelial cell signaling","biological_process","GO:0060668"
"28319","embryonic placenta morphogenesis","biological_process","GO:0060669"
"28320","branching involved in embryonic placenta morphogenesis","biological_process","GO:0060670"
"28321","epithelial cell differentiation involved in embryonic placenta development","biological_process","GO:0060671"
"28322","epithelial cell morphogenesis involved in placental branching","biological_process","GO:0060672"
"28323","cell-cell signaling involved in placenta development","biological_process","GO:0060673"
"28324","placenta blood vessel development","biological_process","GO:0060674"
"28325","ureteric bud morphogenesis","biological_process","GO:0060675"
"28326","ureteric bud formation","biological_process","GO:0060676"
"28327","ureteric bud elongation","biological_process","GO:0060677"
"28328","dichotomous subdivision of terminal units involved in ureteric bud branching","biological_process","GO:0060678"
"28329","trifid subdivision of terminal units involved in ureteric bud branching","biological_process","GO:0060679"
"28330","lateral sprouting involved in ureteric bud morphogenesis","biological_process","GO:0060680"
"28331","branch elongation involved in ureteric bud branching","biological_process","GO:0060681"
"28332","primary ureteric bud growth","biological_process","GO:0060682"
"28333","regulation of branching involved in salivary gland morphogenesis by epithelial-mesenchymal signaling","biological_process","GO:0060683"
"28334","epithelial-mesenchymal cell signaling","biological_process","GO:0060684"
"28335","regulation of prostatic bud formation","biological_process","GO:0060685"
"28336","negative regulation of prostatic bud formation","biological_process","GO:0060686"
"28337","regulation of branching involved in prostate gland morphogenesis","biological_process","GO:0060687"
"28338","regulation of morphogenesis of a branching structure","biological_process","GO:0060688"
"28339","cell differentiation involved in salivary gland development","biological_process","GO:0060689"
"28340","epithelial cell differentiation involved in salivary gland development","biological_process","GO:0060690"
"28341","epithelial cell maturation involved in salivary gland development","biological_process","GO:0060691"
"28342","mesenchymal cell differentiation involved in salivary gland development","biological_process","GO:0060692"
"28343","regulation of branching involved in salivary gland morphogenesis","biological_process","GO:0060693"
"28344","regulation of cholesterol transporter activity","biological_process","GO:0060694"
"28345","negative regulation of cholesterol transporter activity","biological_process","GO:0060695"
"28346","regulation of phospholipid catabolic process","biological_process","GO:0060696"
"28347","positive regulation of phospholipid catabolic process","biological_process","GO:0060697"
"28348","endoribonuclease inhibitor activity","molecular_function","GO:0060698"
"28349","regulation of endoribonuclease activity","biological_process","GO:0060699"
"28350","regulation of ribonuclease activity","biological_process","GO:0060700"
"28351","negative regulation of ribonuclease activity","biological_process","GO:0060701"
"28352","negative regulation of endoribonuclease activity","biological_process","GO:0060702"
"28353","deoxyribonuclease inhibitor activity","molecular_function","GO:0060703"
"28354","acinar cell differentiation involved in salivary gland development","biological_process","GO:0060704"
"28355","neuron differentiation involved in salivary gland development","biological_process","GO:0060705"
"28356","cell differentiation involved in embryonic placenta development","biological_process","GO:0060706"
"28357","trophoblast giant cell differentiation","biological_process","GO:0060707"
"28358","spongiotrophoblast differentiation","biological_process","GO:0060708"
"28359","glycogen cell development involved in embryonic placenta development","biological_process","GO:0060709"
"28360","chorio-allantoic fusion","biological_process","GO:0060710"
"28361","labyrinthine layer development","biological_process","GO:0060711"
"28362","spongiotrophoblast layer development","biological_process","GO:0060712"
"28363","labyrinthine layer morphogenesis","biological_process","GO:0060713"
"28364","labyrinthine layer formation","biological_process","GO:0060714"
"28365","syncytiotrophoblast cell differentiation involved in labyrinthine layer development","biological_process","GO:0060715"
"28366","labyrinthine layer blood vessel development","biological_process","GO:0060716"
"28367","chorion development","biological_process","GO:0060717"
"28368","chorionic trophoblast cell differentiation","biological_process","GO:0060718"
"28369","chorionic trophoblast cell development","biological_process","GO:0060719"
"28370","spongiotrophoblast cell proliferation","biological_process","GO:0060720"
"28371","regulation of spongiotrophoblast cell proliferation","biological_process","GO:0060721"
"28372","cell proliferation involved in embryonic placenta development","biological_process","GO:0060722"
"28373","regulation of cell proliferation involved in embryonic placenta development","biological_process","GO:0060723"
"28374","coreceptor activity involved in epidermal growth factor receptor signaling pathway","molecular_function","GO:0060724"
"28375","regulation of coreceptor activity","biological_process","GO:0060725"
"28376","regulation of coreceptor activity involved in epidermal growth factor receptor signaling pathway","biological_process","GO:0060726"
"28377","positive regulation of coreceptor activity involved in epidermal growth factor receptor signaling pathway","biological_process","GO:0060727"
"28378","negative regulation of coreceptor activity involved in epidermal growth factor receptor signaling pathway","biological_process","GO:0060728"
"28379","intestinal epithelial structure maintenance","biological_process","GO:0060729"
"28380","regulation of intestinal epithelial structure maintenance","biological_process","GO:0060730"
"28381","positive regulation of intestinal epithelial structure maintenance","biological_process","GO:0060731"
"28382","positive regulation of inositol phosphate biosynthetic process","biological_process","GO:0060732"
"28383","regulation of eIF2 alpha phosphorylation by amino acid starvation","biological_process","GO:0060733"
"28384","regulation of eIF2 alpha phosphorylation by endoplasmic reticulum stress","biological_process","GO:0060734"
"28385","regulation of eIF2 alpha phosphorylation by dsRNA","biological_process","GO:0060735"
"28386","prostate gland growth","biological_process","GO:0060736"
"28387","prostate gland morphogenetic growth","biological_process","GO:0060737"
"28388","epithelial-mesenchymal signaling involved in prostate gland development","biological_process","GO:0060738"
"28389","mesenchymal-epithelial cell signaling involved in prostate gland development","biological_process","GO:0060739"
"28390","prostate gland epithelium morphogenesis","biological_process","GO:0060740"
"28391","prostate gland stromal morphogenesis","biological_process","GO:0060741"
"28392","epithelial cell differentiation involved in prostate gland development","biological_process","GO:0060742"
"28393","epithelial cell maturation involved in prostate gland development","biological_process","GO:0060743"
"28394","mammary gland branching involved in thelarche","biological_process","GO:0060744"
"28395","mammary gland branching involved in pregnancy","biological_process","GO:0060745"
"28396","parental behavior","biological_process","GO:0060746"
"28397","oral incubation","biological_process","GO:0060747"
"28398","tertiary branching involved in mammary gland duct morphogenesis","biological_process","GO:0060748"
"28399","mammary gland alveolus development","biological_process","GO:0060749"
"28400","epithelial cell proliferation involved in mammary gland duct elongation","biological_process","GO:0060750"
"28401","mammary gland duct branch elongation","biological_process","GO:0060751"
"28402","intestinal phytosterol absorption","biological_process","GO:0060752"
"28403","regulation of mast cell chemotaxis","biological_process","GO:0060753"
"28404","positive regulation of mast cell chemotaxis","biological_process","GO:0060754"
"28405","negative regulation of mast cell chemotaxis","biological_process","GO:0060755"
"28406","foraging behavior","biological_process","GO:0060756"
"28407","adult foraging behavior","biological_process","GO:0060757"
"28408","foraging behavior by probing substrate","biological_process","GO:0060758"
"28409","regulation of response to cytokine stimulus","biological_process","GO:0060759"
"28410","positive regulation of response to cytokine stimulus","biological_process","GO:0060760"
"28411","negative regulation of response to cytokine stimulus","biological_process","GO:0060761"
"28412","regulation of branching involved in mammary gland duct morphogenesis","biological_process","GO:0060762"
"28413","mammary duct terminal end bud growth","biological_process","GO:0060763"
"28414","cell-cell signaling involved in mammary gland development","biological_process","GO:0060764"
"28415","regulation of androgen receptor signaling pathway","biological_process","GO:0060765"
"28416","negative regulation of androgen receptor signaling pathway","biological_process","GO:0060766"
"28417","epithelial cell proliferation involved in prostate gland development","biological_process","GO:0060767"
"28418","regulation of epithelial cell proliferation involved in prostate gland development","biological_process","GO:0060768"
"28419","positive regulation of epithelial cell proliferation involved in prostate gland development","biological_process","GO:0060769"
"28420","negative regulation of epithelial cell proliferation involved in prostate gland development","biological_process","GO:0060770"
"28421","phyllotactic patterning","biological_process","GO:0060771"
"28422","leaf phyllotactic patterning","biological_process","GO:0060772"
"28423","flower phyllotactic patterning","biological_process","GO:0060773"
"28424","auxin mediated signaling pathway involved in phyllotactic patterning","biological_process","GO:0060774"
"28425","planar cell polarity pathway involved in gastrula mediolateral intercalation","biological_process","GO:0060775"
"28426","simple leaf morphogenesis","biological_process","GO:0060776"
"28427","compound leaf morphogenesis","biological_process","GO:0060777"
"28428","primary leaflet morphogenesis","biological_process","GO:0060778"
"28429","secondary leaflet morphogenesis","biological_process","GO:0060779"
"28430","intercalary leaflet morphogenesis","biological_process","GO:0060780"
"28431","mesenchymal cell proliferation involved in prostate gland development","biological_process","GO:0060781"
"28432","regulation of mesenchymal cell proliferation involved in prostate gland development","biological_process","GO:0060782"
"28433","mesenchymal smoothened signaling pathway involved in prostate gland development","biological_process","GO:0060783"
"28434","regulation of cell proliferation involved in tissue homeostasis","biological_process","GO:0060784"
"28435","regulation of apoptosis involved in tissue homeostasis","biological_process","GO:0060785"
"28436","regulation of cell differentiation involved in tissue homeostasis","biological_process","GO:0060786"
"28437","positive regulation of posterior neural plate formation by fibroblast growth factor receptor signaling pathway","biological_process","GO:0060787"
"28438","ectodermal placode formation","biological_process","GO:0060788"
"28439","hair follicle placode formation","biological_process","GO:0060789"
"28440","tooth placode formation","biological_process","GO:0060790"
"28441","sebaceous gland placode formation","biological_process","GO:0060791"
"28442","sweat gland development","biological_process","GO:0060792"
"28443","sweat gland placode formation","biological_process","GO:0060793"
"28444","leaflet morphogenesis","biological_process","GO:0060794"
"28445","cell fate commitment involved in the formation of primary germ layers","biological_process","GO:0060795"
"28446","regulation of transcription involved in primary germ layer cell fate commitment","biological_process","GO:0060796"
"28447","transforming growth factor beta receptor signaling pathway involved in primary germ layer cell fate commitment","biological_process","GO:0060797"
"28448","transforming growth factor beta receptor signaling pathway involved in mesodermal cell fate specification","biological_process","GO:0060798"
"28449","transforming growth factor beta receptor signaling pathway involved in endodermal cell fate specification","biological_process","GO:0060799"
"28450","regulation of cell differentiation involved in embryonic placenta development","biological_process","GO:0060800"
"28451","negative regulation of trophoblast cell differentiation by transforming growth factor beta signaling pathway","biological_process","GO:0060801"
"28452","epiblast cell-extraembryonic ectoderm cell signaling involved in anterior/posterior axis specification","biological_process","GO:0060802"
"28453","BMP signaling pathway involved in mesodermal cell fate specification","biological_process","GO:0060803"
"28454","positive regulation of WNT receptor signaling pathway by BMP signaling pathway","biological_process","GO:0060804"
"28455","negative regulation of trophoblast cell differentiation by transcription regulation from RNA polymerase II promoter","biological_process","GO:0060805"
"28456","negative regulation of cell differentiation involved in embryonic placenta development","biological_process","GO:0060806"
"28457","regulation of transcription from RNA polymerase II promoter involved in definitive endodermal cell fate specification","biological_process","GO:0060807"
"28458","positive regulation of mesodermal to mesenchymal transition involved in gastrulation","biological_process","GO:0060808"
"28459","mesodermal to mesenchymal transition involved in gastrulation","biological_process","GO:0060809"
"28460","intracellular mRNA localization involved in pattern specification process","biological_process","GO:0060810"
"28461","intracellular mRNA localization involved in anterior/posterior axis specification","biological_process","GO:0060811"
"28462","orthodenticle mRNA localization","biological_process","GO:0060812"
"28463","anterior mRNA localization involved in anterior/posterior axis specification","biological_process","GO:0060813"
"28464","posterior mRNA localization involved in anterior/posterior axis specification","biological_process","GO:0060814"
"28465","regulation of translation involved in anterior/posterior axis specification","biological_process","GO:0060815"
"28466","random inactivation of X chromosome","biological_process","GO:0060816"
"28467","inactivation of paternal X chromosome","biological_process","GO:0060817"
"28468","inactivation of paternal X chromosome by genetic imprinting","biological_process","GO:0060818"
"28469","inactivation of X chromosome by genetic imprinting","biological_process","GO:0060819"
"28470","inactivation of X chromosome by heterochromatin formation","biological_process","GO:0060820"
"28471","inactivation of X chromosome by DNA methylation","biological_process","GO:0060821"
"28472","transforming growth factor beta receptor signaling pathway involved in axial mesodermal cell fate specification","biological_process","GO:0060822"
"28473","Wnt receptor signaling pathway through beta-catenin involved in neural plate anterior/posterior pattern formation","biological_process","GO:0060823"
"28474","retinoic acid receptor signaling pathway involved in neural plate anterior/posterior pattern formation","biological_process","GO:0060824"
"28475","fibroblast growth factor receptor signaling pathway involved in neural plate anterior/posterior pattern formation","biological_process","GO:0060825"
"28476","transforming growth factor beta receptor signaling pathway involved in neural plate anterior/posterior pattern formation","biological_process","GO:0060826"
"28477","regulation of Wnt receptor signaling pathway involved in neural plate anterior/posterior pattern formation","biological_process","GO:0060827"
"28478","regulation of Wnt receptor signaling pathway through beta-catenin","biological_process","GO:0060828"
"28479","negative regulation of Wnt receptor signaling pathway involved in neural plate anterior/posterior pattern formation","biological_process","GO:0060829"
"28480","ciliary receptor clustering involved in smoothened signaling pathway","biological_process","GO:0060830"
"28481","smoothened signaling pathway involved in dorsal/ventral neural tube patterning","biological_process","GO:0060831"
"28482","oocyte animal/vegetal axis specification","biological_process","GO:0060832"
"28483","Wnt receptor signaling pathway involved in animal/vegetal axis specification","biological_process","GO:0060833"
"28484","oral/aboral axis specification","biological_process","GO:0060834"
"28485","transforming growth factor receptor beta signaling pathway involved in oral/aboral axis specification","biological_process","GO:0060835"
"28486","lymphatic endothelial cell differentiation","biological_process","GO:0060836"
"28487","blood vessel endothelial cell differentiation","biological_process","GO:0060837"
"28488","lymphatic endothelial cell fate commitment","biological_process","GO:0060838"
"28489","endothelial cell fate commitment","biological_process","GO:0060839"
"28490","artery development","biological_process","GO:0060840"
"28491","venous blood vessel development","biological_process","GO:0060841"
"28492","arterial endothelial cell differentiation","biological_process","GO:0060842"
"28493","venous endothelial cell differentiation","biological_process","GO:0060843"
"28494","arterial endothelial cell fate commitment","biological_process","GO:0060844"
"28495","venous endothelial cell fate commitment","biological_process","GO:0060845"
"28496","blood vessel endothelial cell fate commitment","biological_process","GO:0060846"
"28497","endothelial cell fate specification","biological_process","GO:0060847"
"28498","endothelial cell fate determination","biological_process","GO:0060848"
"28499","regulation of transcription involved in lymphatic endothelial cell fate commitment","biological_process","GO:0060849"
"28500","regulation of transcription involved in cell fate commitment","biological_process","GO:0060850"
"28501","vascular endothelial growth factor receptor signaling pathway involved in lymphatic endothelial cell fate commitment","biological_process","GO:0060851"
"28502","regulation of transcription involved in venous endothelial cell fate commitment","biological_process","GO:0060852"
"28503","Notch signaling pathway involved in arterial endothelial cell fate commitment","biological_process","GO:0060853"
"28504","patterning of lymph vessels","biological_process","GO:0060854"
"28505","venous endothelial cell migration involved in lymph vessel development","biological_process","GO:0060855"
"28506","establishment of blood-brain barrier","biological_process","GO:0060856"
"28507","establishment of glial blood-brain barrier","biological_process","GO:0060857"
"28508","vesicle-mediated transport involved in floral organ abscission","biological_process","GO:0060858"
"28509","regulation of vesicle-mediated transport involved in floral organ abscission","biological_process","GO:0060859"
"28510","regulation of floral organ abscission","biological_process","GO:0060860"
"28511","positive regulation of floral organ abscission","biological_process","GO:0060861"
"28512","negative regulation of floral organ abscission","biological_process","GO:0060862"
"28513","regulation of floral organ abscission by signal transduction","biological_process","GO:0060863"
"28514","positive regulation of floral organ abscission by small GTPase mediated signal transduction","biological_process","GO:0060864"
"28515","negative regulation of floral organ abscission by transmembrane receptor protein serine/threonine kinase signaling pathway","biological_process","GO:0060865"
"28516","leaf abscission","biological_process","GO:0060866"
"28517","fruit abscission","biological_process","GO:0060867"
"28518","regulation of vesicle-mediated transport involved in floral organ abscission by small GTPase mediated signal transduction","biological_process","GO:0060868"
"28519","transmembrane receptor protein serine/threonine kinase signaling pathway involved in floral organ abscission","biological_process","GO:0060869"
"28520","cell wall disassembly involved in floral organ abscission","biological_process","GO:0060870"
"28521","cellular cell wall disassembly","biological_process","GO:0060871"
"28522","semicircular canal development","biological_process","GO:0060872"
"28523","anterior semicircular canal development","biological_process","GO:0060873"
"28524","posterior semicircular canal development","biological_process","GO:0060874"
"28525","lateral semicircular canal development","biological_process","GO:0060875"
"28526","semicircular canal formation","biological_process","GO:0060876"
"28527","regionalization involved in semicircular canal formation","biological_process","GO:0060877"
"28528","pouch outgrowth involved in semicircular canal formation","biological_process","GO:0060878"
"28529","semicircular canal fusion","biological_process","GO:0060879"
"28530","cell morphogenesis involved in semicircular canal fusion","biological_process","GO:0060880"
"28531","basal lamina disassembly","biological_process","GO:0060881"
"28532","basal lamina disassembly involved in semicircular canal fusion","biological_process","GO:0060882"
"28533","regulation of basal lamina disassembly involved in semicircular canal fusion by cell communication","biological_process","GO:0060883"
"28534","clearance of cells from fusion plate","biological_process","GO:0060884"
"28535","clearance of cells from fusion plate by apoptosis","biological_process","GO:0060885"
"28536","clearance of cells from fusion plate by epithelial to mesenchymal transition","biological_process","GO:0060886"
"28537","limb epidermis development","biological_process","GO:0060887"
"28538","limb epidermis stratification","biological_process","GO:0060888"
"28539","limb basal epidermal cell differentiation","biological_process","GO:0060889"
"28540","limb spinous cell differentiation","biological_process","GO:0060890"
"28541","limb granular cell differentiation","biological_process","GO:0060891"
"28542","limb basal epidermal cell fate specification","biological_process","GO:0060892"
"28543","limb granular cell fate specification","biological_process","GO:0060893"
"28544","limb spinous cell fate specification","biological_process","GO:0060894"
"28545","retinoic acid receptor signaling pathway involved in spinal cord dorsal/ventral patterning","biological_process","GO:0060895"
"28546","neural plate pattern specification","biological_process","GO:0060896"
"28547","neural plate regionalization","biological_process","GO:0060897"
"28548","camera-type eye field cell fate commitment","biological_process","GO:0060898"
"28549","regulation of transcription involved in camera-type eye field cell fate commitment","biological_process","GO:0060899"
"28550","embryonic camera-type eye formation","biological_process","GO:0060900"
"28551","regulation of hair cycle by Wnt receptor signaling pathway through beta-catenin","biological_process","GO:0060901"
"28552","regulation of hair cycle by BMP signaling pathway","biological_process","GO:0060902"
"28553","positive regulation of meiosis I","biological_process","GO:0060903"
"28554","regulation of protein folding in endoplasmic reticulum","biological_process","GO:0060904"
"28555","regulation of induction of conjugation upon nitrogen starvation","biological_process","GO:0060905"
"28556","negative regulation of chromatin silencing by small RNA","biological_process","GO:0060906"
"28557","positive regulation of macrophage cytokine production","biological_process","GO:0060907"
"28558","plasmid copy number maintenance","biological_process","GO:0060908"
"28559","regulation of DNA replication initiation involved in plasmid copy number maintenance","biological_process","GO:0060909"
"28560","negative regulation of DNA replication initiation involved in plasmid copy number maintenance","biological_process","GO:0060910"
"28561","cardiac cell fate commitment","biological_process","GO:0060911"
"28562","cardiac cell fate specification","biological_process","GO:0060912"
"28563","cardiac cell fate determination","biological_process","GO:0060913"
"28564","heart formation","biological_process","GO:0060914"
"28565","mesenchymal cell differentiation involved in lung development","biological_process","GO:0060915"
"28566","mesenchymal cell proliferation involved in lung development","biological_process","GO:0060916"
"28567","regulation of 1,6-beta-glucan biosynthetic process","biological_process","GO:0060917"
"28568","auxin transport","biological_process","GO:0060918"
"28569","auxin influx","biological_process","GO:0060919"
"28570","pacemaker cell differentiation","biological_process","GO:0060920"
"28571","sinoatrial node cell differentiation","biological_process","GO:0060921"
"28572","atrioventricular node cell differentiation","biological_process","GO:0060922"
"28573","cardiac muscle cell fate commitment","biological_process","GO:0060923"
"28574","atrial cardiac muscle cell fate commitment","biological_process","GO:0060924"
"28575","ventricular cardiac muscle cell fate commitment","biological_process","GO:0060925"
"28576","pacemaker cell development","biological_process","GO:0060926"
"28577","pacemaker cell fate commitment","biological_process","GO:0060927"
"28578","atrioventricular node cell development","biological_process","GO:0060928"
"28579","atrioventricular node cell fate commitment","biological_process","GO:0060929"
"28580","sinoatrial node cell fate commitment","biological_process","GO:0060930"
"28581","sinoatrial node cell development","biological_process","GO:0060931"
"28582","His-Purkinje system cell differentiation","biological_process","GO:0060932"
"28583","His-Purkinje system cell development","biological_process","GO:0060933"
"28584","His-Purkinje system cell fate commitment","biological_process","GO:0060934"
"28585","cardiac fibroblast cell differentiation","biological_process","GO:0060935"
"28586","cardiac fibroblast cell development","biological_process","GO:0060936"
"28587","cardiac fibroblast cell fate commitment","biological_process","GO:0060937"
"28588","epicardium-derived cardiac fibroblast cell differentiation","biological_process","GO:0060938"
"28589","epicardium-derived cardiac fibroblast cell development","biological_process","GO:0060939"
"28590","epithelial to mesenchymal transition involved in cardiac fibroblast development","biological_process","GO:0060940"
"28591","epicardium-derived cardiac fibroblast cell fate commitment","biological_process","GO:0060941"
"28592","neural crest-derived cardiac fibroblast cell differentiation","biological_process","GO:0060942"
"28593","neural crest-derived cardiac fibroblast cell development","biological_process","GO:0060943"
"28594","neural crest-derived cardiac fibroblast cell fate commitment","biological_process","GO:0060944"
"28595","cardiac neuron differentiation","biological_process","GO:0060945"
"28596","cardiac blood vessel endothelial cell differentiation","biological_process","GO:0060946"
"28597","cardiac vascular smooth muscle cell differentiation","biological_process","GO:0060947"
"28598","cardiac vascular smooth muscle cell development","biological_process","GO:0060948"
"28599","cardiac vascular smooth muscle cell fate commitment","biological_process","GO:0060949"
"28600","cardiac glial cell differentiation","biological_process","GO:0060950"
"28601","neural crest-derived cardiac glial cell differentiation","biological_process","GO:0060951"
"28602","cardiac glial cell development","biological_process","GO:0060952"
"28603","cardiac glial cell fate commitment","biological_process","GO:0060953"
"28604","neural crest-derived cardiac glial cell development","biological_process","GO:0060954"
"28605","neural crest-derived cardiac glial cell fate commitment","biological_process","GO:0060955"
"28606","endocardial cell differentiation","biological_process","GO:0060956"
"28607","endocardial cell fate commitment","biological_process","GO:0060957"
"28608","endocardial cell development","biological_process","GO:0060958"
"28609","cardiac neuron development","biological_process","GO:0060959"
"28610","cardiac neuron fate commitment","biological_process","GO:0060960"
"28611","phospholipase D inhibitor activity","molecular_function","GO:0060961"
"28612","regulation of ribosomal protein gene transcription from RNA polymerase II promoter","biological_process","GO:0060962"
"28613","positive regulation of ribosomal protein gene transcription from RNA polymerase II promoter","biological_process","GO:0060963"
"28614","regulation of gene silencing by miRNA","biological_process","GO:0060964"
"28615","negative regulation of gene silencing by miRNA","biological_process","GO:0060965"
"28616","regulation of gene silencing by RNA","biological_process","GO:0060966"
"28617","negative regulation of gene silencing by RNA","biological_process","GO:0060967"
"28618","regulation of gene silencing","biological_process","GO:0060968"
"28619","negative regulation of gene silencing","biological_process","GO:0060969"
"28620","embryonic heart tube dorsal/ventral pattern formation","biological_process","GO:0060970"
"28621","embryonic heart tube left/right pattern formation","biological_process","GO:0060971"
"28622","left/right pattern formation","biological_process","GO:0060972"
"28623","cell migration involved in heart development","biological_process","GO:0060973"
"28624","cell migration involved in heart formation","biological_process","GO:0060974"
"28625","cardioblast migration to the midline involved in heart field formation","biological_process","GO:0060975"
"28626","coronary vasculature development","biological_process","GO:0060976"
"28627","coronary vasculature morphogenesis","biological_process","GO:0060977"
"28628","angiogenesis involved in coronary vascular morphogenesis","biological_process","GO:0060978"
"28629","vasculogenesis involved in coronary vascular morphogenesis","biological_process","GO:0060979"
"28630","cell migration involved in coronary vasculogenesis","biological_process","GO:0060980"
"28631","cell migration involved in coronary angiogenesis","biological_process","GO:0060981"
"28632","coronary artery morphogenesis","biological_process","GO:0060982"
"28633","epicardium-derived cardiac vascular smooth muscle cell differentiation","biological_process","GO:0060983"
"28634","epicardium-derived cardiac vascular smooth muscle cell development","biological_process","GO:0060984"
"28635","epicardium-derived cardiac vascular smooth muscle cell fate commitment","biological_process","GO:0060985"
"28636","endocrine hormone secretion","biological_process","GO:0060986"
"28637","lipid tube","cellular_component","GO:0060987"
"28638","lipid tube assembly","biological_process","GO:0060988"
"28639","lipid tube assembly involved in organelle fusion","biological_process","GO:0060989"
"28640","lipid tube assembly involved in organelle fission","biological_process","GO:0060990"
"28641","lipid tube assembly involved in cytokinesis","biological_process","GO:0060991"
"28642","response to fungicide","biological_process","GO:0060992"
"28643","kidney morphogenesis","biological_process","GO:0060993"
"28644","regulation of transcription from RNA polymerase II promoter involved in kidney development","biological_process","GO:0060994"
"28645","cell-cell signaling involved in kidney development","biological_process","GO:0060995"
"28646","dendritic spine development","biological_process","GO:0060996"
"28647","dendritic spine morphogenesis","biological_process","GO:0060997"
"28648","regulation of dendritic spine development","biological_process","GO:0060998"
"28649","positive regulation of dendritic spine development","biological_process","GO:0060999"
"28650","negative regulation of dendritic spine development","biological_process","GO:0061000"
"28651","regulation of dendritic spine morphogenesis","biological_process","GO:0061001"
"28652","negative regulation of dendritic spine morphogenesis","biological_process","GO:0061002"
"28653","positive regulation of dendritic spine morphogenesis","biological_process","GO:0061003"
"28654","pattern specification involved in kidney development","biological_process","GO:0061004"
"28655","cell differentiation involved in kidney development","biological_process","GO:0061005"
"28656","regulation of cell proliferation involved in kidney morphogenesis","biological_process","GO:0061006"
"28657","hepaticobiliary system process","biological_process","GO:0061007"
"28658","hepaticobiliary system development","biological_process","GO:0061008"
"28659","bile duct development","biological_process","GO:0061009"
"28660","gall bladder development","biological_process","GO:0061010"
"28661","hepatic duct development","biological_process","GO:0061011"
"28662","regulation of mRNA catabolic process","biological_process","GO:0061013"
"28663","positive regulation of mRNA catabolic process","biological_process","GO:0061014"
"28664","snRNA import into nucleus","biological_process","GO:0061015"
"28665","snRNA import into Cajal body","biological_process","GO:0061016"
"28666","hepatoblast differentiation","biological_process","GO:0061017"
"28667","membrane organization","biological_process","GO:0061024"
"28668","membrane fusion","biological_process","GO:0061025"
"28669","cardiac muscle tissue regeneration","biological_process","GO:0061026"
"28670","umbilical cord development","biological_process","GO:0061027"
"28671","establishment of endothelial barrier","biological_process","GO:0061028"
"28672","eyelid development in camera-type eye","biological_process","GO:0061029"
"28673","epithelial cell differentiation involved in mammary gland alveolus development","biological_process","GO:0061030"
"28674","endodermal gut morphogenesis","biological_process","GO:0061031"
"28675","visceral serous pericardium development","biological_process","GO:0061032"
"28676","secretion by lung epithelial cell involved in lung growth","biological_process","GO:0061033"
"28677","olfactory bulb mitral cell layer development","biological_process","GO:0061034"
"28678","regulation of cartilage development","biological_process","GO:0061035"
"28679","positive regulation of cartilage development","biological_process","GO:0061036"
"28680","negative regulation of cartilage development","biological_process","GO:0061037"
"28681","uterus morphogenesis","biological_process","GO:0061038"
"28682","ovum-producing ovary development","biological_process","GO:0061039"
"28683","ovum-producing ovary morphogenesis","biological_process","GO:0061040"
"28684","regulation of wound healing","biological_process","GO:0061041"
"28685","vascular wound healing","biological_process","GO:0061042"
"28686","regulation of vascular wound healing","biological_process","GO:0061043"
"28687","negative regulation of vascular wound healing","biological_process","GO:0061044"
"28688","negative regulation of wound healing","biological_process","GO:0061045"
"28689","regulation of branching involved in lung morphogenesis","biological_process","GO:0061046"
"28690","positive regulation of branching involved in lung morphogenesis","biological_process","GO:0061047"
"28691","negative regulation of branching involved in lung morphogenesis","biological_process","GO:0061048"
"28692","cell growth involved in cardiac muscle cell development","biological_process","GO:0061049"
"28693","regulation of cell growth involved in cardiac muscle cell development","biological_process","GO:0061050"
"28694","positive regulation of cell growth involved in cardiac muscle cell development","biological_process","GO:0061051"
"28695","negative regulation of cell growth involved in cardiac muscle cell development","biological_process","GO:0061052"
"28696","somite development","biological_process","GO:0061053"
"28697","dermatome development","biological_process","GO:0061054"
"28698","myotome development","biological_process","GO:0061055"
"28699","sclerotome development","biological_process","GO:0061056"
"28700","peptidoglycan recognition protein signaling pathway","biological_process","GO:0061057"
"28701","regulation of peptidoglycan recognition protein signaling pathway","biological_process","GO:0061058"
"28702","positive regulation of peptidoglycan recognition protein signaling pathway","biological_process","GO:0061059"
"28703","negative regulation of peptidoglycan recognition protein signaling pathway","biological_process","GO:0061060"
"28704","muscle structure development","biological_process","GO:0061061"
"28705","specification of axis polarity","biological_process","GO:0065001"
"28706","intracellular protein transmembrane transport","biological_process","GO:0065002"
"28707","macromolecular complex assembly","biological_process","GO:0065003"
"28708","protein-DNA complex assembly","biological_process","GO:0065004"
"28709","protein-lipid complex assembly","biological_process","GO:0065005"
"28710","protein-carbohydrate complex assembly","biological_process","GO:0065006"
"28711","biological regulation","biological_process","GO:0065007"
"28712","regulation of biological quality","biological_process","GO:0065008"
